x;y;u;v;column;row
0.818270;0.107481;0.750000;0.375000;24;12
0.851919;0.130267;0.781250;0.375000;25;12
0.883741;0.154118;0.812500;0.375000;26;12
0.913738;0.178799;0.843750;0.375000;27;12
0.941940;0.204106;0.875000;0.375000;28;12
0.968396;0.229806;0.906250;0.375000;29;12
0.993171;0.255651;0.937500;0.375000;30;12
1.016341;0.281462;0.968750;0.375000;31;12
1.037992;0.307092;1.000000;0.375000;32;12
-0.045379;0.325660;0.000000;0.406250;0;13
-0.023766;0.301035;0.031250;0.406250;1;13
-0.000650;0.276081;0.062500;0.406250;2;13
0.024060;0.250941;0.093750;0.406250;3;13
0.050448;0.225794;0.125000;0.406250;4;13
0.078587;0.200849;0.156250;0.406250;5;13
0.108536;0.176355;0.187500;0.406250;6;13
0.140330;0.152597;0.218750;0.406250;7;13
0.173976;0.129893;0.250000;0.406250;8;13
0.209427;0.108566;0.281250;0.406250;9;13
0.246604;0.088974;0.312500;0.406250;10;13
0.285405;0.071514;0.343750;0.406250;11;13
0.325681;0.056572;0.375000;0.406250;12;13
0.367229;0.044543;0.406250;0.406250;13;13
0.409799;0.035729;0.437500;0.406250;14;13
0.453095;0.030304;0.468750;0.406250;15;13
0.496796;0.028364;0.500000;0.406250;16;13
0.540551;0.029817;0.531250;0.406250;17;13
0.583998;0.034654;0.562500;0.406250;18;13
0.626791;0.042952;0.593750;0.406250;19;13
0.668613;0.054708;0.625000;0.406250;20;13
0.709187;0.069779;0.656250;0.406250;21;13
0.748272;0.087698;0.687500;0.406250;22;13
0.785676;0.107900;0.718750;0.406250;23;13
0.821257;0.129813;0.750000;0.406250;24;13
0.854951;0.152994;0.781250;0.406250;25;13
0.886752;0.177197;0.812500;0.406250;26;13
0.916671;0.202175;0.843750;0.406250;27;13
0.944745;0.227711;0.875000;0.406250;28;13
0.971033;0.253570;0.906250;0.406250;29;13
0.995607;0.279505;0.937500;0.406250;30;13
1.018551;0.305341;0.968750;0.406250;31;13
1.039957;0.330932;1.000000;0.406250;32;13
-0.046885;0.350032;0.000000;0.437500;0;14
-0.025485;0.325542;0.031250;0.437500;1;14
-0.002571;0.300657;0.062500;0.437500;2;14
0.021954;0.275518;0.093750;0.437500;3;14
0.048182;0.250297;0.125000;0.437500;4;14
0.076195;0.225204;0.156250;0.437500;5;14
0.106059;0.200490;0.187500;0.437500;6;14
0.137819;0.176443;0.218750;0.437500;7;14
0.171491;0.153392;0.250000;0.437500;8;14
0.207034;0.131668;0.281250;0.437500;9;14
0.244374;0.111643;0.312500;0.437500;10;14
0.283412;0.093740;0.343750;0.437500;11;14
0.323999;0.078377;0.375000;0.437500;12;14
0.365925;0.065975;0.406250;0.437500;13;14
0.408931;0.056866;0.437500;0.437500;14;14
0.452707;0.051253;0.468750;0.437500;15;14
0.496911;0.049251;0.500000;0.437500;16;14
0.541176;0.050781;0.531250;0.437500;17;14
0.585118;0.055821;0.562500;0.437500;18;14
0.628369;0.064423;0.593750;0.437500;19;14
0.670594;0.076549;0.625000;0.437500;20;14
0.711502;0.092021;0.656250;0.437500;21;14
0.750844;0.110354;0.687500;0.437500;22;14
0.788423;0.130964;0.718750;0.437500;23;14
0.824099;0.153266;0.750000;0.437500;24;14
0.857814;0.176803;0.781250;0.437500;25;14
0.889571;0.201316;0.812500;0.437500;26;14
0.919389;0.226542;0.843750;0.437500;27;14
0.947317;0.252258;0.875000;0.437500;28;14
0.973421;0.278225;0.906250;0.437500;29;14
0.997780;0.304200;0.937500;0.437500;30;14
1.020489;0.330010;0.968750;0.437500;31;14
1.041642;0.355515;1.000000;0.437500;32;14
-0.048071;0.375238;0.000000;0.468750;0;15
-0.026891;0.350931;0.031250;0.468750;1;15
-0.004189;0.326167;0.062500;0.468750;2;15
0.020140;0.301079;0.093750;0.468750;3;15
0.046193;0.275837;0.125000;0.468750;4;15
0.074060;0.250649;0.156250;0.468750;5;15
0.103819;0.225765;0.187500;0.468750;6;15
0.135522;0.201477;0.218750;0.468750;7;15
0.169195;0.178122;0.250000;0.468750;8;15
0.204805;0.156038;0.281250;0.468750;9;15
0.242282;0.135614;0.312500;0.468750;10;15
0.281533;0.117297;0.343750;0.468750;11;15
0.322407;0.101535;0.375000;0.468750;12;15
0.364691;0.088777;0.406250;0.468750;13;15
0.408113;0.079385;0.437500;0.468750;14;15
0.452350;0.073589;0.468750;0.468750;15;15
0.497042;0.071526;0.500000;0.468750;16;15
0.541802;0.073129;0.531250;0.468750;17;15
0.586225;0.078364;0.562500;0.468750;18;15
0.629916;0.087257;0.593750;0.468750;19;15
0.672522;0.099733;0.625000;0.468750;20;15
0.713736;0.115582;0.656250;0.468750;21;15
0.753302;0.134296;0.687500;0.468750;22;15
0.791024;0.155277;0.718750;0.468750;23;15
0.826764;0.177924;0.750000;0.468750;24;15
0.860471;0.201769;0.781250;0.468750;25;15
0.892161;0.226536;0.812500;0.468750;26;15
0.921860;0.251953;0.843750;0.468750;27;15
0.949623;0.277787;0.875000;0.468750;28;15
