x;y;u;v;column;row
0.066667;0.843750;0.066667;0.843750;1;27
0.133333;0.843750;0.133333;0.843750;2;27
0.200000;0.843750;0.200000;0.843750;3;27
0.266667;0.843750;0.266667;0.843750;4;27
0.333333;0.843750;0.333333;0.843750;5;27
0.400000;0.843750;0.400000;0.843750;6;27
0.466667;0.843750;0.466667;0.843750;7;27
0.533333;0.843750;0.533333;0.843750;8;27
0.600000;0.843750;0.600000;0.843750;9;27
0.666667;0.843750;0.666667;0.843750;10;27
0.733333;0.843750;0.733333;0.843750;11;27
0.800000;0.843750;0.800000;0.843750;12;27
0.866667;0.843750;0.866667;0.843750;13;27
0.933333;0.843750;0.933333;0.843750;14;27
1.000000;0.843750;1.000000;0.843750;15;27
0.000000;0.875000;0.000000;0.875000;0;28
0.066667;0.875000;0.066667;0.875000;1;28
0.133333;0.875000;0.133333;0.875000;2;28
0.200000;0.875000;0.200000;0.875000;3;28
0.266667;0.875000;0.266667;0.875000;4;28
0.333333;0.875000;0.333333;0.875000;5;28
0.400000;0.875000;0.400000;0.875000;6;28
0.466667;0.875000;0.466667;0.875000;7;28
0.533333;0.875000;0.533333;0.875000;8;28
0.600000;0.875000;0.600000;0.875000;9;28
0.666667;0.875000;0.666667;0.875000;10;28
0.733333;0.875000;0.733333;0.875000;11;28
0.800000;0.875000;0.800000;0.875000;12;28
0.866667;0.875000;0.866667;0.875000;13;28
0.933333;0.875000;0.933333;0.875000;14;28
1.000000;0.875000;1.000000;0.875000;15;28
0.000000;0.906250;0.000000;0.906250;0;29
0.066667;0.906250;0.066667;0.906250;1;29
0.133333;0.906250;0.133333;0.906250;2;29
0.200000;0.906250;0.200000;0.906250;3;29
0.266667;0.906250;0.266667;0.906250;4;29
0.333333;0.906250;0.333333;0.906250;5;29
0.400000;0.906250;0.400000;0.906250;6;29
0.466667;0.906250;0.466667;0.906250;7;29
0.533333;0.906250;0.533333;0.906250;8;29
0.600000;0.906250;0.600000;0.906250;9;29
0.666667;0.906250;0.666667;0.906250;10;29
0.733333;0.906250;0.733333;0.906250;11;29
0.800000;0.906250;0.800000;0.906250;12;29
0.866667;0.906250;0.866667;0.906250;13;29
0.933333;0.906250;0.933333;0.906250;14;29
1.000000;0.906250;1.000000;0.906250;15;29
0.000000;0.937500;0.000000;0.937500;0;30
0.066667;0.937500;0.066667;0.937500;1;30
0.133333;0.937500;0.133333;0.937500;2;30
0.200000;0.937500;0.200000;0.937500;3;30
0.266667;0.937500;0.266667;0.937500;4;30
0.333333;0.937500;0.333333;0.937500;5;30
0.400000;0.937500;0.400000;0.937500;6;30
0.466667;0.937500;0.466667;0.937500;7;30
0.533333;0.937500;0.533333;0.937500;8;30
0.600000;0.937500;0.600000;0.937500;9;30
0.666667;0.937500;0.666667;0.937500;10;30
0.733333;0.937500;0.733333;0.937500;11;30
0.800000;0.937500;0.800000;0.937500;12;30
0.866667;0.937500;0.866667;0.937500;13;30
0.933333;0.937500;0.933333;0.937500;14;30
1.000000;0.937500;1.000000;0.937500;15;30
0.000000;0.968750;0.000000;0.968750;0;31
0.066667;0.968750;0.066667;0.968750;1;31
0.133333;0.968750;0.133333;0.968750;2;31
0.200000;0.968750;0.200000;0.968750;3;31
0.266667;0.968750;0.266667;0.968750;4;31
0.333333;0.968750;0.333333;0.968750;5;31
0.400000;0.968750;0.400000;0.968750;6;31
0.466667;0.968750;0.466667;0.968750;7;31
0.533333;0.968750;0.533333;0.968750;8;31
0.600000;0.968750;0.600000;0.968750;9;31
0.666667;0.968750;0.666667;0.968750;10;31
0.733333;0.968750;0.733333;0.968750;11;31
0.800000;0.968750;0.800000;0.968750;12;31
0.866667;0.968750;0.866667;0.968750;13;31
